 记录条数  时间  bin号  晶号  电压(V)  反向漏电流(uA)  色坐标(x,y)  相关色温(K)  色差  主波长(nm)  色纯度(%)  峰值波长(nm)  显色性指数  光通量(lm)  辐射通量(mW)  光效 
953 2017_06_07 15:15:04 214 402.8880.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
954 2017_06_07 15:15:04 244 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
955 2017_06_07 15:15:04 270 402.8980.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
956 2017_06_07 15:15:04 296 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
957 2017_06_07 15:15:04 318 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
958 2017_06_07 15:15:04 342 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
959 2017_06_07 15:15:04 367 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
960 2017_06_07 15:15:04 391 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
961 2017_06_07 15:15:04 414 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
962 2017_06_07 15:15:04 437 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
963 2017_06_07 15:15:04 460 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
964 2017_06_07 15:15:04 483 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
965 2017_06_07 15:15:04 508 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
966 2017_06_07 15:15:04 531 402.8970.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
967 2017_06_07 15:15:04 555 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
968 2017_06_07 15:15:04 581 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
969 2017_06_07 15:15:04 612 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
970 2017_06_07 15:15:04 642 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
971 2017_06_07 15:15:04 669 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
972 2017_06_07 15:15:04 695 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
973 2017_06_07 15:15:04 722 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
974 2017_06_07 15:15:04 752 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
975 2017_06_07 15:15:04 777 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
976 2017_06_07 15:15:04 801 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
977 2017_06_07 15:15:04 823 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
978 2017_06_07 15:15:04 849 402.8900.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
979 2017_06_07 15:15:04 874 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
980 2017_06_07 15:15:04 900 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
981 2017_06_07 15:15:04 924 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
982 2017_06_07 15:15:04 947 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
983 2017_06_07 15:15:04 971 402.9000.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
984 2017_06_07 15:15:04 994 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
985 2017_06_07 15:15:05 017 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
986 2017_06_07 15:15:05 042 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
987 2017_06_07 15:15:05 064 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
988 2017_06_07 15:15:05 089 402.8930.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
989 2017_06_07 15:15:05 112 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
990 2017_06_07 15:15:05 136 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
991 2017_06_07 15:15:05 159 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
992 2017_06_07 15:15:05 182 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
993 2017_06_07 15:15:05 207 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
994 2017_06_07 15:15:05 231 402.8950.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
995 2017_06_07 15:15:05 254 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
996 2017_06_07 15:15:05 277 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
997 2017_06_07 15:15:05 301 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
998 2017_06_07 15:15:05 324 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
999 2017_06_07 15:15:05 347 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1000 2017_06_07 15:15:05 372 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1001 2017_06_07 15:15:05 398 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1002 2017_06_07 15:15:05 424 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1003 2017_06_07 15:15:05 450 402.8980.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1004 2017_06_07 15:15:05 475 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1005 2017_06_07 15:15:05 499 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1006 2017_06_07 15:15:05 523 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1007 2017_06_07 15:15:05 546 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1008 2017_06_07 15:15:05 569 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1009 2017_06_07 15:15:05 592 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1010 2017_06_07 15:15:05 615 402.9070.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1011 2017_06_07 15:15:05 639 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1012 2017_06_07 15:15:05 663 402.8890.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1013 2017_06_07 15:15:05 687 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1014 2017_06_07 15:15:05 711 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1015 2017_06_07 15:15:05 735 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1016 2017_06_07 15:15:05 758 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1017 2017_06_07 15:15:05 782 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1018 2017_06_07 15:15:05 806 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1019 2017_06_07 15:15:05 829 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1020 2017_06_07 15:15:05 853 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1021 2017_06_07 15:15:05 877 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1022 2017_06_07 15:15:05 900 402.9070.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1023 2017_06_07 15:15:05 924 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1024 2017_06_07 15:15:05 948 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1025 2017_06_07 15:15:05 972 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1026 2017_06_07 15:15:05 996 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1027 2017_06_07 15:15:06 020 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1028 2017_06_07 15:15:06 043 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1029 2017_06_07 15:15:06 067 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1030 2017_06_07 15:15:06 090 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1031 2017_06_07 15:15:06 114 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1032 2017_06_07 15:15:06 138 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1033 2017_06_07 15:15:06 162 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1034 2017_06_07 15:15:06 186 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1035 2017_06_07 15:15:06 211 402.9020.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1036 2017_06_07 15:15:06 234 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1037 2017_06_07 15:15:06 260 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1038 2017_06_07 15:15:06 284 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1039 2017_06_07 15:15:06 308 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1040 2017_06_07 15:15:06 332 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1041 2017_06_07 15:15:06 355 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1042 2017_06_07 15:15:06 379 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1043 2017_06_07 15:15:06 403 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1044 2017_06_07 15:15:06 427 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1045 2017_06_07 15:15:06 451 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1046 2017_06_07 15:15:06 474 402.8920.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1047 2017_06_07 15:15:06 497 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1048 2017_06_07 15:15:06 521 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1049 2017_06_07 15:15:06 544 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1050 2017_06_07 15:15:06 568 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1051 2017_06_07 15:15:06 593 402.8870.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1052 2017_06_07 15:15:06 616 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1053 2017_06_07 15:15:06 638 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1054 2017_06_07 15:15:06 663 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1055 2017_06_07 15:15:06 686 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1056 2017_06_07 15:15:06 710 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1057 2017_06_07 15:15:06 734 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1058 2017_06_07 15:15:06 757 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1059 2017_06_07 15:15:06 780 402.8930.21.0100,0.01001001-6.56E-001769.0100.0637.6非数字1.000.000.00
1060 2017_06_07 15:15:06 804 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1061 2017_06_07 15:15:06 828 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1062 2017_06_07 15:15:06 851 402.9000.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1063 2017_06_07 15:15:06 875 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1064 2017_06_07 15:15:06 899 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1065 2017_06_07 15:15:06 923 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1066 2017_06_07 15:15:06 946 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1067 2017_06_07 15:15:06 971 402.8970.31.0100,0.01001001-6.56E-001769.0100.0495.8非数字1.000.000.00
1068 2017_06_07 15:15:06 994 402.9040.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1069 2017_06_07 15:15:07 018 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1070 2017_06_07 15:15:07 041 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1071 2017_06_07 15:15:07 064 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1072 2017_06_07 15:15:07 087 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1073 2017_06_07 15:15:07 111 402.8930.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1074 2017_06_07 15:15:07 135 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1075 2017_06_07 15:15:07 159 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1076 2017_06_07 15:15:07 186 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1077 2017_06_07 15:15:07 212 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1078 2017_06_07 15:15:07 237 402.9010.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1079 2017_06_07 15:15:07 263 402.8910.21.0100,0.01001001-6.56E-001769.0100.0449.9非数字1.000.000.00
1080 2017_06_07 15:15:07 287 402.8950.21.0100,0.01001001-6.56E-001769.0100.0449.9非数字1.000.000.00
1081 2017_06_07 15:15:07 309 402.8880.31.0100,0.01001001-6.56E-001769.0100.0449.9非数字1.000.000.00
1082 2017_06_07 15:15:07 333 402.8990.21.0100,0.01001001-6.56E-001769.0100.0449.9非数字1.000.000.00
1083 2017_06_07 15:15:07 357 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1084 2017_06_07 15:15:07 381 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1085 2017_06_07 15:15:07 405 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1086 2017_06_07 15:15:07 428 402.8890.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1087 2017_06_07 15:15:07 451 402.8970.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1088 2017_06_07 15:15:07 474 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1089 2017_06_07 15:15:07 499 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1090 2017_06_07 15:15:07 523 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1091 2017_06_07 15:15:07 547 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1092 2017_06_07 15:15:07 570 402.8960.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1093 2017_06_07 15:15:07 594 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1094 2017_06_07 15:15:07 617 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1095 2017_06_07 15:15:07 640 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1096 2017_06_07 15:15:07 665 402.9030.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1097 2017_06_07 15:15:07 692 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1098 2017_06_07 15:15:07 718 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1099 2017_06_07 15:15:07 745 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1100 2017_06_07 15:15:07 771 402.8900.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1101 2017_06_07 15:15:07 795 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1102 2017_06_07 15:15:07 818 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1103 2017_06_07 15:15:07 841 402.8950.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1104 2017_06_07 15:15:07 865 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1105 2017_06_07 15:15:07 889 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1106 2017_06_07 15:15:07 913 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1107 2017_06_07 15:15:07 938 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1108 2017_06_07 15:15:07 963 402.8940.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1109 2017_06_07 15:15:07 988 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1110 2017_06_07 15:15:08 012 402.9000.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1111 2017_06_07 15:15:08 036 402.9070.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1112 2017_06_07 15:15:08 060 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1113 2017_06_07 15:15:08 082 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1114 2017_06_07 15:15:08 106 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1115 2017_06_07 15:15:08 130 402.8930.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1116 2017_06_07 15:15:08 154 402.8940.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1117 2017_06_07 15:15:08 180 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1118 2017_06_07 15:15:08 207 402.8990.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1119 2017_06_07 15:15:08 234 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1120 2017_06_07 15:15:08 260 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1121 2017_06_07 15:15:08 285 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1122 2017_06_07 15:15:08 311 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1123 2017_06_07 15:15:08 335 402.8920.21.0100,0.01001001-6.56E-001769.0100.0778.9非数字1.000.000.00
1124 2017_06_07 15:15:08 359 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1125 2017_06_07 15:15:08 383 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1126 2017_06_07 15:15:08 407 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1127 2017_06_07 15:15:08 430 402.8970.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1128 2017_06_07 15:15:08 458 402.8930.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1129 2017_06_07 15:15:08 486 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1130 2017_06_07 15:15:08 516 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1131 2017_06_07 15:15:08 544 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1132 2017_06_07 15:15:08 568 402.8970.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1133 2017_06_07 15:15:08 591 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1134 2017_06_07 15:15:08 615 402.9000.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1135 2017_06_07 15:15:08 639 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1136 2017_06_07 15:15:08 663 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1137 2017_06_07 15:15:08 687 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1138 2017_06_07 15:15:08 712 402.8960.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1139 2017_06_07 15:15:08 736 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1140 2017_06_07 15:15:08 760 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1141 2017_06_07 15:15:08 783 402.8880.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1142 2017_06_07 15:15:08 806 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1143 2017_06_07 15:15:08 833 402.8940.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1144 2017_06_07 15:15:08 860 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1145 2017_06_07 15:15:08 888 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1146 2017_06_07 15:15:08 917 402.8940.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1147 2017_06_07 15:15:08 943 402.8960.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1148 2017_06_07 15:15:08 969 402.8920.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1149 2017_06_07 15:15:08 996 402.8910.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1150 2017_06_07 15:15:09 022 402.8910.21.0100,0.01001001-6.56E-001769.0100.0690.8非数字1.000.000.00
1151 2017_06_07 15:15:09 049 402.8900.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1152 2017_06_07 15:15:09 074 402.8880.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1153 2017_06_07 15:15:09 098 402.8980.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1154 2017_06_07 15:15:09 122 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1155 2017_06_07 15:15:09 147 402.9020.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1156 2017_06_07 15:15:09 170 402.8920.31.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
1157 2017_06_07 15:15:09 194 402.8930.21.0100,0.01001001-6.56E-001769.0100.0495.9非数字1.000.000.00
